source_id,ra,dec,parallax,parallax_error,pmra,pmdec,visibility_periods_used,radial_velocity,radial_velocity_error,astrometric_chi2_al,ipd_gof_harmonic_amplitude,bp_rp,phot_bp_rp_excess_factor,ruwe,phot_g_mean_mag,phot_rp_mean_mag,phot_bp_mean_mag,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_n_good_obs_al,nss_solution_type,period,period_error,t_periastron,t_periastron_error,eccentricity,eccentricity_error,obj_func,goodness_of_fit,efficiency,significance,binary,p1_a0_mas,mass_function_msun,p1_omega_deg,p1_OMEGA_deg,p1_incl_deg,absolute_phot_g_mean_mag
2259968811419624448,272.53789605764473,68.91235266469839,18.203620477342053,0.023306532,102.32511411227523,200.69945446373242,26,7.970992,2.325898,1381.1854,0.0022522467,2.6510782,1.4369953,2.0562148,13.929691,12.74824,15.399319,0.2501049,37.86008,False,349,Orbital,171.18827912879044,0.6269471,-27.0077368536746,5.3330936,0.3595929857845821,0.083929,428.9772,2.0507388,0.29113618,19.459276,1,0.4142379166786132,5.364245261165012e-05,0.3784307123400299,2.967724327191191,2.268352994615131,39.94021825485561
2277249663873880576,320.32929795461354,74.9303461331529,19.551153842822355,0.02389527,191.2898631455348,174.86167307518377,28,-27.697405,2.5799177,2805.5095,0.023230966,2.431282,1.4076593,1.9878886,12.906898,11.779146,14.210428,0.26806974,78.69736,True,359,Orbital,599.3587152699741,11.776753,-54.916934262684386,60.250736,0.18831484612646068,0.12964071,905.98145,14.187631,0.2699981,16.058159,1,0.45354007495091325,4.635927365211427e-06,1.5724200733809148,0.5200499697546058,1.6839658937782467,39.29531701179229
2367734656180397952,7.141298148778685,-16.227357052985372,28.972342936808044,0.021232903,-354.9391650530546,-227.995241429754,15,2.932551,0.1520432,1026.4829,0.036941063,1.346591,1.247022,1.2258285,9.2076025,8.467552,9.814143,0.108009316,15.932682,True,381,OrbitalTargetedSearchValidated,648.9151198887535,35.60242,-118.48114768138191,320.7854,0.2754037150006805,0.22216229,377.16733,-0.26018077,0.0,9.460223,0,0.21746352719861325,1.3397170808075157e-07,1.9940056841765768,2.152437071773772,1.400163731360942,37.55688057458209
2446599193562312320,355.5554726441637,-5.78286503850829,7.747487258874034,0.03573643,-39.879256708713925,-17.995949207857166,16,4.8411283,3.0072699,643.5994,0.015279095,2.2445602,1.375161,1.5737138,14.668134,13.596887,15.841447,0.23186283,15.626607,True,270,Orbital,854.261922051163,164.35117,-252.98402938770678,39.052055,0.4263300154050662,0.16131453,277.3306,0.08491855,0.0,7.028583,0,0.4892575783241993,4.6039269507959614e-05,0.451593659760653,0.08215997304673239,0.8814287256403694,36.50149242173961
2571855077162098944,24.46547444698127,7.98163971075571,8.727922322856985,0.031025996,100.60229419459208,-17.085952514961797,15,50.12134,3.1540828,843.95966,0.019762773,2.4476795,1.4097596,1.4495906,14.4730215,13.341124,15.788803,0.15024176,9.315731,True,421,Orbital,780.228664555089,46.8259,330.08477617846745,71.78181,0.35213996622367394,0.13196078,538.28064,3.311336,0.0,8.247316,1,0.3160514627452635,1.0405847155352544e-05,1.3550826697139993,0.6411835565990877,2.275693877650433,36.78979237796009
2603090003484152064,343.3241110018443,-14.266689393516607,214.0379888743159,0.035619885,957.7147312894218,-673.6012364809744,13,-2.085692,0.14566658,1593.4062,0.03080447,2.8092842,1.4779663,1.3398496,8.875059,7.6437206,10.453005,0.24331754,56.429905,True,205,OrbitalTargetedSearchValidated,61.36053201535001,0.22405064,-7.189614768010372,19.390203,0.1575966196274674,0.15398227,203.87497,-0.9973179,0.0,7.9483886,0,0.42601828983006507,2.793922565802236e-07,1.3660822313107053,0.07397340534746322,1.7708977341085785,47.2128921956139
2651390587219807744,347.71084074480814,0.40852340990590275,23.20019762820213,0.09867603,-25.008336068888234,-271.7114499154377,15,23.85978,0.22638015,17172.867,0.034215666,1.0297413,1.217758,5.9927416,8.788991,8.190692,9.220433,0.86544776,782.9015,False,239,OrbitalTargetedSearch,780.009391078481,84.43515,-31.28051987846277,10.852935,0.4792578356943436,0.110094815,229.96342,-1.6986364,0.0,6.8174295,0,1.9122332908663546,0.00012278020587147892,1.6285992786720234,2.513837133772447,2.2579011709769334,36.0018748064566
2778298280881817984,14.056387982038311,15.656004385595901,15.763837586217138,0.107398085,48.206490225671224,-36.318636620610064,14,30.163988,0.38445994,8047.5786,0.13623454,0.7842283,1.2010792,4.060047,8.525145,8.046837,8.831065,0.7590005,393.53766,False,229,OrbitalTargetedSearch,576.7190617265433,10.649633,51.14546317637962,19.715576,0.46131103382341987,0.124730565,236.2265,-0.3710569,0.0,33.435596,0,1.037325963243026,0.0001142909193454056,1.9409039774064887,0.7995441895475989,0.2120662335546867,33.80472596043294
2824801747222539648,353.16775014533937,20.156927072530326,14.208634870776502,0.041561235,183.5495993955211,-332.0923097789449,19,-96.35918,1.644988,1608.892,0.025966957,2.4292927,1.4092137,2.2703476,13.956722,12.82808,15.257373,0.29291835,47.164757,False,340,Orbital,560.1272431945496,6.6759543,96.27854535517793,58.637207,0.13058235509239138,0.09061959,560.74634,5.784675,0.0,14.130319,1,0.5827587880005421,2.933705323734087e-05,2.0768299209648338,2.5431656516550487,0.752811218617055,38.76014085119593
2845310284780420864,348.02594307880327,26.932056015556274,24.124483188668616,0.02660035,149.60846790592788,-138.95577969451617,20,3.7427976,7.809013,1566.4938,0.02377201,2.8898296,1.4773105,1.7858508,13.815733,12.575934,15.465764,0.19727498,29.258005,True,500,Orbital,417.4974448870038,6.567461,94.16743251195169,25.980122,0.3192478599516006,0.09867966,1270.8323,16.294668,0.3215734,16.48638,1,0.4996724416960383,6.80072076147427e-06,1.8289411779073592,0.14220661513089583,1.6948195958732597,41.26121410339986
2884087104955208064,89.36900200804413,-37.847875055373265,25.50682227518508,0.017193459,-112.24038897964404,77.54365105918541,28,8.2168455,0.15858865,1279.1117,0.014043967,1.1241579,1.2259164,1.4081933,8.973351,8.330992,9.45515,0.15679288,32.940067,True,335,OrbitalTargetedSearchValidated,826.5310697340134,49.88993,-249.44855052593743,524.0057,0.06565210017612134,0.10343357,333.55707,-0.56812954,0.0,10.652899,0,0.25461154467237523,1.942349100079715e-07,2.07275344615954,2.186918149648389,2.4048181965876214,36.67749845874563
2998643469106143104,87.42810743464118,-12.056663848018458,20.688794090105063,0.034659684,2.6557431363988426,66.5148443096545,22,43.139416,2.182352,1655.31,0.0045460365,2.7757263,1.4546636,2.1177146,14.01742,12.80724,15.582966,0.25545335,36.156322,False,393,Orbital,257.7236168833142,1.2638774,-110.0305485308046,9.94235,0.35990925219591696,0.076033615,538.1247,4.8373303,0.34772468,23.456068,1,0.6170661917496179,5.32919657741915e-05,1.8636181999478771,1.8804316119833362,1.8804408501873457,40.66676303426195
3120450116011961984,98.29088914613881,0.23026874726218416,10.556110123217247,0.029144948,11.301502271452604,-68.99885786864799,16,-16.830902,1.2998855,1007.7276,0.049315244,2.0432339,1.3451526,1.859244,12.814278,11.805871,13.849105,0.20264725,36.09786,True,206,Orbital,834.5215955902077,39.282722,-414.5478827438988,46.635372,0.4391291950805485,0.22926836,376.1556,7.375516,0.0,7.8020854,1,0.3811008523173916,9.013911987120022e-06,2.5985522281626485,2.9169215868919043,2.031288630318614,36.04805044438663
3309006602007842048,71.62700947833584,15.471931785895292,20.500601458263425,0.0819142,87.32567613872013,-25.352727232571336,19,41.932606,0.2045537,8429.46,0.019314358,0.8205805,1.2014053,3.2997699,8.138844,7.643832,8.464413,0.58763224,270.04025,False,357,SB1,1039.409246828374,265.71768,10.099825922234965,32.85523,0.44716970229811925,0.14932337,14.523447,-0.15163726,0.37649316,10.935598,0,0.06288610283667688,3.56427769858837e-09,0.7652613626865973,0.6280533265386344,1.151216245326053,34.69884551953473
3424193536079703808,88.32879033442072,22.071810060176055,9.996113824743116,0.06901762,-74.50965685207979,-76.76250807070633,17,-64.47429,0.16753802,5737.692,0.053118646,0.739244,1.1992185,3.098616,8.25653,7.800629,8.539873,0.5145654,234.2708,False,274,OrbitalTargetedSearch,389.18634035913624,2.02537,-143.5029411120654,138.12308,0.1529149870963767,0.24137807,220.90285,-1.3254755,0.0,5.238534,0,1.4156325230978983,0.0025016312184631194,0.8386517518793719,2.4113636093408424,0.8677522712057629,31.52265190550872
3665298981300771200,206.45655355690374,2.7766031129576696,20.540251712254474,0.043776978,-153.9492614096416,54.64818859611719,16,4.4922724,0.2564074,10081.2295,0.014592343,1.7705069,1.3017416,3.3123925,10.680113,9.769926,11.540433,0.3426589,196.64511,True,537,Orbital,515.9390243721431,7.995345,-72.0187627585251,16.032318,0.43621855110374186,0.101292,1864.5105,24.44251,0.0,12.316574,1,0.6224263863745899,1.3945381344391633e-05,1.4350723507391225,0.17995953024488076,0.20274196382321705,37.19806063216069
3676303512147120512,190.3227486045739,-7.050696251081146,25.82659588107723,0.075490266,118.37692029653023,47.994556728604685,17,-31.980862,3.5298786,2813.2896,0.03323329,3.1795979,1.5080973,2.5175693,14.841468,13.551613,16.73121,0.43600586,57.352993,False,381,Orbital,575.0848904008973,7.581159,-235.33820731659787,22.534939,0.50357866990042,0.077848926,774.4328,10.382467,0.0,16.34549,1,1.5719385890564253,9.095399093347209e-05,1.002679958943324,0.6723275370955318,1.8743592188816898,42.61838971425512
3750881083756656128,158.72730824766327,-13.788733996912855,13.92524735877233,0.051319312,116.75274126877584,-176.1161632077149,13,-12.576587,0.2060601,2435.749,0.050805777,1.0012398,1.2122043,2.7651007,9.490764,8.908926,9.910166,0.31415156,97.17368,True,171,OrbitalTargetedSearch,500.4524718504409,6.883218,-104.37693757741522,33.352962,0.31735005506905556,0.061592024,215.94232,0.95883614,0.0,19.345577,0,0.7292608752736273,7.650587026184399e-05,1.1609849233821345,2.8299463574134407,1.0114712085682995,34.09999167251616
3751763647996317056,155.20723894240282,-15.478596621251734,28.680609056386718,0.12572056,-221.3838844766481,296.3011821058748,11,82.627846,1.1180166,7768.161,0.0052790907,0.7314925,1.1990005,5.1274977,7.032702,6.5806165,7.312109,0.6398425,271.3116,False,113,OrbitalTargetedSearchValidated,297.47376851474417,2.004973,72.9977274832984,19.110916,0.6790770655866796,0.2029598,141.31139,1.156423,0.0,6.229102,0,1.8235332570853595,0.00038748871091900613,1.5279351787273079,0.4456053384384384,0.9406019834208655,35.422039251036054
3925216795598987264,179.90591339732848,15.76199536048817,13.337521425300698,0.053073496,-165.49640144541027,-79.21275851293419,16,17.042992,5.503503,1006.2521,0.02217006,2.8839483,1.4725803,1.8764522,14.753142,13.517459,16.401407,0.3278209,28.912388,False,288,Orbital,630.2153792405793,12.160565,297.7264623146772,19.516989,0.5388534792747544,0.091883644,579.7841,6.010059,0.3507302,18.863684,1,0.646299053859109,3.821885088934025e-05,2.7488184473170243,2.9134593336200316,1.4780746260022959,39.224791763532906
3937630969071148032,194.46190176162983,16.856275131777743,11.807613453255781,0.0375668,19.82564153408451,-62.61254252704728,17,-6.0075345,3.814729,1192.774,0.020334195,2.6869364,1.4442796,1.7659001,14.704873,13.513324,16.20026,0.22521812,18.105032,False,394,Orbital,455.3610487810816,13.959793,217.2017727106199,34.245453,0.3042775466477468,0.14005548,564.6061,4.1379733,0.0,13.519689,1,0.45670965246418,3.723084400941488e-05,1.7193034050510834,0.02510214084806639,1.9858665549502563,38.61571326399326
4062446910648807168,270.7787122020918,-28.560840236950646,24.986716148982897,0.035148375,-34.65794633176605,-42.25317818384521,14,7.3036857,0.15798181,584.0461,0.088115074,1.2679987,1.238162,1.1575037,9.332131,8.626602,9.894601,0.17660898,10.669593,False,249,OrbitalTargetedSearchValidated,615.4659285544423,12.050617,-193.59533664177354,88.10631,0.6152247508222306,0.34548497,241.80354,0.06692551,0.0,2.5613222,0,0.5646709702425883,4.06472577454267e-06,1.1829187795302107,2.399956639700985,0.5068048362210522,36.93103467216447
4188996885011268608,299.3487765276967,-12.566252961830065,56.17389569688285,0.043293245,-89.60091241085726,-518.0900140487562,17,-10.512545,2.0512779,2625.3508,0.014646296,3.4446735,1.5471452,1.9614018,13.530215,12.19258,15.637254,0.3019261,68.183075,False,325,Orbital,406.36266840329495,3.5011785,-174.41124552663885,42.17753,0.16250524299993255,0.11872108,569.23566,7.7059255,0.0,10.487051,1,1.1705130388644598,7.309336891669656e-06,1.9063306476026542,2.9037133511489235,1.7184318893367523,45.17320610141408
4392798821280870912,255.61119554081998,5.519952984292999,23.476914884506947,0.051695425,-135.63899420423374,-17.11349943423542,21,-26.101784,1.2160543,3499.2825,0.008821711,2.7843552,1.4590333,3.0529552,13.382171,12.16772,14.952075,0.35661298,111.78157,True,386,Orbital,473.0362343130413,4.2582583,206.79826545431854,9.974184,0.32964942704655786,0.11554039,660.4071,7.9670477,0.0,7.6946354,1,0.7184096354774289,1.708382055938082e-05,0.9637469120427815,2.8888132382494978,2.806545045329139,40.64311465941769
4745373133284418816,40.64179116281783,-50.7993179041391,57.613144345224306,0.03827621,333.7156354272668,219.42328991689652,28,16.935308,0.11672682,8653.451,0.017385868,0.7264128,1.189076,0.8463041,5.256284,4.815602,5.5420146,0.40516937,283.1818,True,369,OrbitalTargetedSearch,331.74308641758046,6.2081656,-0.4081586317738015,548.83496,0.036471584245714034,0.19316667,495.71878,0.13950597,0.0,11.566582,0,0.30032725139969535,1.7171023274804229e-07,2.104973705285324,0.326312362787201,1.5228376521170979,37.03577514147299
4753355209745022208,40.893041519323845,-46.457211267551386,35.61427887433883,0.09468222,75.8852586557606,-527.893696470351,28,33.660915,0.40416396,36470.242,0.011115072,1.2665606,1.2415984,6.902714,8.70938,8.001344,9.267904,1.0207787,1174.7122,False,396,OrbitalTargetedSearchValidated,1346.1360432433823,107.140274,434.79762901609615,69.362236,0.7982916362876799,0.012812804,527.03503,0.23784316,0.0,22.2191,1,7.924528664680396,0.0008110551763877241,1.7193838307179221,0.010387305671631708,1.2683701207425513,38.042506162648564
4901802507993393664,8.714179114938315,-61.916381256179015,22.512490562727425,0.021440135,88.79854472356729,-52.774164813502935,29,5.1938586,0.9996904,3339.829,0.00863846,1.4656391,1.2670748,2.0809088,9.113744,8.318203,9.783842,0.21299744,65.261604,True,419,OrbitalTargetedSearch,476.3644470369194,4.5415015,-19.992217904510994,38.51253,0.27763401547610195,0.07810306,409.0713,-0.3226972,0.2992005,26.002378,1,0.3611729319897974,2.427597717138024e-06,1.0890237636073639,2.9389817612826907,1.9548199096854075,36.179013539463504
4976894960284258048,1.5837990651942728,-49.075368186630975,38.19453346692788,0.035520833,575.0993084165844,-40.8740956886412,22,5.7567415,0.1160367,6901.353,0.08280227,0.66950846,1.1928903,0.84333533,5.586702,5.1695895,5.839098,0.2666895,158.21388,True,699,OrbitalTargetedSearch,318.5760310439869,6.5366364,-80.65508162563142,107.124825,0.25697689648847155,0.2300577,754.5493,1.545099,0.0,7.295927,0,0.21097632412557452,2.2153981537621532e-07,2.139117196218108,2.4668364757580825,1.0313414761565276,35.32142512047399
5052449001298518528,43.59221017262487,-31.797206594491737,16.89316474445646,0.024440816,93.77679668036897,-243.78138647972486,26,7.0361123,30.089346,2364.8054,0.011271042,2.5891008,1.4308695,1.7969167,13.597104,12.428575,15.017675,0.17528921,33.189526,True,789,Orbital,336.07307181735484,3.8905284,-166.43349371129125,49.65669,0.08192297712196661,0.078702934,1066.3171,5.5983076,0.0,24.353119,1,0.509817962060938,3.246574428844412e-05,1.5598499154067667,0.6145988775689853,1.5790593960912807,39.27401512575747
5085864568417061120,52.77776094969094,-24.697454114795047,17.935777134406326,0.023647161,125.76808994801735,55.14412651896916,23,17.641096,3.4587705,1992.9208,0.017272957,2.6644602,1.4424703,1.7934728,13.65537,12.468055,15.132515,0.18578094,29.235575,False,662,Orbital,259.5880664307087,2.3419678,-14.997073738848542,10.252107,0.4191317206200441,0.09131076,970.1394,7.3568363,0.29553804,18.973509,1,0.3572626973305865,1.5646363801454394e-05,1.6790648708958582,2.800911256377683,1.0138259168413715,39.604815312263135
5122670101678217728,30.16102528803913,-23.233666496534074,9.730516286656368,0.025109867,0.3644820054784237,-59.040244388800204,18,0.0,1.1180166,1732.9368,0.017979352,0.77022743,1.1999601,1.5266489,8.911079,8.440185,9.210412,0.18670696,44.117428,True,353,Orbital,653.9777152580584,29.772684,271.27423785432626,85.70528,0.24709635192808688,0.14464067,670.5343,7.5496373,0.0,11.092566,1,0.27875950155682133,7.333916078164342e-06,1.0798226951730174,0.38532540195366116,1.9153109676200735,31.800621839477433
5266148569447305600,91.62435297317627,-72.51435874613051,21.24956610015964,0.11426809,-0.7158934872258751,-382.7548271272846,21,35.64353,0.49376386,22170.066,0.032543972,1.0472307,1.2177916,6.8505554,8.861843,8.256549,9.30378,1.0415161,1009.8035,False,239,AstroSpectroSB1,504.0429928066158,1.1539947,47.81150154582415,2.0316944,0.5731016837578079,0.017982475,287.6129,1.0274328,0.38007024,91.61528,1,2.3883380675493804,0.0007455598103222444,1.1029080049625186,2.932995377378443,1.1150649156217523,35.56879198613028
5563001178343925376,105.12356814185436,-41.37884986106795,30.8911675030859,0.020654356,41.41301671358829,215.4160600381,24,59.342033,0.7617078,1444.0079,0.009082646,1.058083,1.2189844,1.3928576,8.220978,7.610331,8.668414,0.19391324,29.830475,True,356,OrbitalTargetedSearchValidated,52.898325539750864,0.09444605,-15.165901014801968,3.836348,0.5413001263084799,0.16315861,357.4102,0.26564097,0.0,6.7806034,0,0.5359705416531638,0.0002490097735490701,2.3439974653085267,0.5047357999229025,1.275539895231272,36.876254065124584
5610436308992623104,105.11545367123736,-28.087529715704953,12.244101936702812,0.026139595,-18.158917728762333,-3.673362651767346,28,-4.480471,2.1629128,1747.1667,0.015267138,2.3811216,1.3989619,1.927173,14.144309,13.031219,15.41234,0.24679679,36.936295,False,504,Orbital,352.29674411463674,2.99827,77.8138157796788,26.641113,0.1717208046583806,0.07261459,683.36743,5.377109,0.3207793,17.314714,1,0.45120632536143235,5.379078946509917e-05,0.07400426615927728,3.0943427152717025,1.6996016948015567,38.21828951584447
5612039087715504640,112.28993475107768,-27.489801672924486,30.861327107678697,0.061428644,47.423585629734006,3.6255130245586957,29,18.12677,1.4337798,12409.023,0.007339498,2.9738855,1.4810765,4.72234,13.905598,12.654313,15.628199,0.69258255,355.5681,False,548,Orbital,592.3226623843939,3.2893696,136.44397468176498,12.705097,0.214280288313668,0.025821539,1054.9745,12.4830065,0.0,55.037014,1,1.3165761574189716,2.9522825218724568e-05,2.5065507282971904,0.30573442155463604,2.4356399124202723,42.5675742350065
5618776310850226432,112.4418208423377,-22.4298446769022,10.62228385198805,0.034112882,30.633405610456613,-57.22745298963111,25,1.5648307,2.8288598,1677.7294,0.01326833,2.6135035,1.4308859,1.8439379,14.665569,13.493716,16.10722,0.2942571,34.47388,False,509,Orbital,553.533270542707,7.8488555,232.7505456821752,21.693747,0.41754306292851934,0.06476872,606.1285,3.3482044,0.31327212,19.153572,1,0.4684101297596889,3.733516866905441e-05,0.7207414757701068,2.445288404873422,2.358088421040814,38.02929623714134
5765846127180770432,198.8369563599752,-87.56137833392853,40.47572675612933,0.014569632,-222.2904379540643,-156.17087005656938,25,-4.8709087,0.12511355,937.787,0.011236811,0.8471527,1.2042625,1.0402949,6.9539948,6.4445996,7.2917523,0.122859694,16.141073,True,329,OrbitalTargetedSearch,20.02509152878763,0.012965246,-4.065729588165771,0.5199056,0.7368206298458174,0.096546285,398.56598,0.7229929,0.0,4.7049212,1,0.8354985637403854,0.0029260691570883435,1.344845076596914,2.9320077014440997,0.9559927995296398,36.968836133974534
5855730584310531200,192.2159654417225,-68.42465224767673,34.60940212403708,0.02390885,27.28346762542193,112.91831168020067,24,104.53151,0.12842758,1436.3678,0.0044571063,0.87915325,1.2095692,1.2444853,7.4192524,6.891081,7.770234,0.20855743,33.64406,False,401,OrbitalTargetedSearchValidated,882.128075201982,33.6835,-390.44181902400817,49.74736,0.5036704803266302,0.104193084,457.25815,0.59680074,0.2714686,15.98991,0,0.5111586526822002,5.523343075928882e-07,0.9810894646515532,0.5665261448436697,1.6858871381920915,36.63604747140382
5999024986946599808,231.34561775916498,-46.64367339188822,9.731272427500524,0.036546804,-65.37243763564032,-202.5697203357501,17,-12.348613,0.5965982,2434.3586,0.0113591375,0.9424019,1.211095,1.8855478,10.535914,9.979378,10.92178,0.24015862,70.788666,True,331,OrbitalTargetedSearchValidated,242.68752590443856,1.5862772,53.27714123314209,27.43899,0.21525139722378378,0.08125013,344.37897,0.19277567,0.0,26.233637,0,0.46977384138607803,0.0002548256487775531,2.364993091888498,2.4708963102770687,2.233304054871235,33.40897073973362
6421118739093252224,285.00338580907726,-69.94509306354489,14.042104606622432,0.022929778,-7.233849739136787,-191.8948231067759,29,4.582623,0.1224463,1885.7809,0.039263338,0.9000397,1.2068746,1.1726074,7.836354,7.301589,8.201629,0.18143183,30.66504,True,639,OrbitalTargetedSearchValidated,898.713761660886,198.22922,209.45325546796846,737.48047,0.18983536871677717,0.12040788,650.5776,-0.49010727,0.0,9.8261385,0,0.21971834771064452,6.327614706484856e-07,2.069436729229794,2.4857629831643413,0.49226269656009497,32.583800859605624
6781298098147816192,313.7366151451365,-34.04855890123341,20.8094272427838,0.034422893,-105.75196012000129,-49.997217577316114,20,28.230268,2.8681176,1110.1002,0.02139929,2.9010859,1.4732399,1.6835006,14.404363,13.166356,16.067442,0.22016284,19.926188,False,395,Orbital,602.3757520100407,11.731355,-129.33524697331282,51.78247,0.21503556007874036,0.13767499,681.8837,7.0498075,0.0,11.932396,0,0.37499462669730427,2.1514944983310567e-06,1.345398587487432,2.568267567343227,1.0317222796780834,41.1074341425378
